Name,RA,Dec,V-Mag,Spectrum
HIP 104872,21.243625,0.092256,6.38,M1III
65Tau Cyg,21.246517,38.045317,3.74,F1IV
HIP 104914,21.251839,-17.345138,6.05,K0III
HIP 104925,21.253991,-40.506065,6.2,K1III
HIP 104962,21.260327,47.973995,6.45,B4IV
28Phi Cap,21.260528,-20.651696,5.17,K0II/III
HIP 104968,21.261779,77.012296,5.92,K5III
29    Cap,21.262456,-15.1715,5.31,M2III
HIP 104978,21.262738,-53.263084,5.73,A6IV
HIP 104980,21.262995,-36.210709,6.13,K3III
Kitalpha,21.263731,5.247845,3.92,G0III+...
HIP 105017,21.271424,44.238222,6.36,K0III+...
HIP 105019,21.271604,-9.214656,6.45,M4III:
HIP 105034,21.274894,42.251787,6.23,K2
HIP 105046,21.277631,-1.607759,6.48,K0
HIP 105064,21.283899,53.997693,6.12,A1V
HIP 105079,21.287094,-13.278989,6.41,A1V
HIP 105080,21.287289,55.798001,6.0,K3III
HIP 105091,21.288553,58.611485,6.42,B2III
HIP 105101,21.289773,42.683572,6.17,B7Vn
67Sig Cyg,21.290265,39.394681,4.22,B9Iab
66Ups Cyg,21.298632,34.896898,4.41,B2Vne
Eps Mic,21.298966,-32.172539,4.71,A0V
30    Cap,21.299246,-17.985138,5.4,B5II/III
HIP 105148,21.300132,-64.68158,6.32,B8V
15    Aqr,21.303076,-4.519478,5.83,B5V
68    Cyg,21.307551,43.945945,5.04,O8
HIP 105193,21.309008,61.184393,6.43,M3
Alderamin,21.30963,62.585573,2.45,A7IV-V
HIP 105224,21.314452,11.203373,5.97,K5III
HIP 105228,21.315055,-28.76582,6.4,K0IV
HIP 105229,21.315369,41.040518,6.15,A5IV
HIP 105259,21.321025,58.623502,5.51,B3Vv comp
HIP 105269,21.322828,38.237473,5.89,F2Ib
6    Cep,21.322838,64.871855,5.19,B3IVe
HIP 105282,21.324652,49.510294,5.75,B6V
The Ind,21.331096,-53.449427,4.39,A5V
HIP 105334,21.335968,-45.021893,6.15,C5II
HIP 105344,21.337242,22.026186,6.29,B6IV
HIP 105370,21.342632,60.756405,6.11,G5III
The1Mic,21.346008,-40.809465,4.8,A2p
HIP 105390,21.347235,32.452221,6.45,G8IV
HIP 105406,21.350396,40.345066,6.39,F8V
HIP 105411,21.351217,23.855966,5.58,K1III
16    Aqr,21.351199,-4.560125,5.87,G7III:
9    Equ,21.35134,7.354503,5.81,M2III
HIP 105425,21.354611,-49.938248,6.4,K3III
HIP 105432,21.356094,32.612733,6.05,A1V
HIP 105497,21.36678,49.388848,5.68,K0III
1    Peg,21.36811,19.804508,4.08,K1III
32Iot Cap,21.370776,-16.834542,4.28,G8III
HIP 105558,21.378348,30.309882,6.07,K1III
10Bet Equ,21.381559,6.81114,5.16,A3V
17    Aqr,21.382293,-9.31933,5.99,M0III
HIP 105576,21.38347,-22.669048,5.63,M0III
HIP 105637,21.396775,37.351481,6.46,K5
HIP 105646,21.398859,-25.202484,6.47,K1III
HIP 105652,21.399672,24.274135,5.7,F1IV
HIP 105660,21.402069,25.312423,6.2,A2V
HIP 105662,21.402202,-22.747101,6.38,K0III
33    Cap,21.402665,-20.851869,5.38,K0III
18    Aqr,21.403192,-12.878108,5.48,F0V
HIP 105678,21.40465,-69.733882,6.28,C5II
HIP 105685,21.405786,-46.614706,6.3,A5m...
HIP 105689,21.406426,24.528393,6.35,K0III
HIP 105695,21.406823,10.174252,6.33,F5III
The2Mic,21.406893,-41.006695,5.76,A0III
HIP 105703,21.409445,26.17456,5.67,A8III
HIP 105727,21.413729,80.524826,5.97,G6III:
20    Aqr,21.414354,-3.398357,6.38,F0III
19    Aqr,21.420285,-9.748552,5.71,F0IV
21    Aqr,21.421377,-3.556747,5.48,K4III
HIP 105768,21.421673,-71.799061,6.09,K2III
HIP 105769,21.422083,46.714341,5.59,F0V
69    Cyg,21.429729,36.667386,5.93,B0Ib
HIP 105819,21.430996,0.53434,6.45,A1IV
Gam Ind,21.437622,-54.660459,6.1,F1III
HIP 105854,21.43968,-37.829429,5.64,K2III
Gam Pav,21.440705,-65.366198,4.21,F6V
HIP 105860,21.440739,19.37564,6.08,A8m
HIP 105864,21.441126,1.103359,6.12,F5V
34Zet Cap,21.444452,-22.411332,3.77,G4Ibp...
HIP 105891,21.445823,52.898537,6.01,B6V
HIP 105898,21.447668,48.835168,5.29,A6pe...
HIP 105913,21.450454,-42.54793,5.5,Am
35    Cap,21.454117,-21.19621,5.78,K3III
70    Cyg,21.455935,37.116798,5.3,B3V
HIP 105949,21.457025,59.750075,6.11,M3II-III...
35    Vul,21.461126,27.608593,5.39,A1V
7    Cep,21.46282,66.809096,5.42,B7V
HIP 106003,21.468955,32.22533,5.75,F0V
HIP 106021,21.473566,8.195645,6.39,M1
Alfirk,21.477662,70.560716,3.23,B2IIIv SB
36    Cap,21.478721,-21.80718,4.5,K0III
HIP 106044,21.479121,-69.505386,5.47,M5III
HIP 106052,21.481314,55.418702,6.14,B8III
HIP 106062,21.483271,22.179436,5.84,M4III
HIP 106064,21.48331,17.905909,6.42,K5
HIP 106065,21.483366,-53.705912,6.39,K2IIICN...
71    Cyg,21.490816,46.540585,5.22,K0III
HIP 106103,21.492916,6.581379,6.41,K0
2    Peg,21.499137,23.638838,4.52,M1III
HIP 106171,21.505645,52.957998,6.02,A3V
HIP 106227,21.51647,60.459432,5.53,B1II
HIP 106243,21.519341,12.137475,6.1,B9.5V
HIP 106267,21.524295,52.619856,6.17,G2Ib+...
Sadalsuud,21.525982,-5.571172,2.9,G0Ib
HIP 106306,21.530598,23.845179,6.43,G8Ib
HIP 106320,21.534134,-84.810069,6.42,K3III
Xi  Gru,21.534965,-41.17931,5.29,K0III
6    PsA,21.537381,-33.944623,5.97,A2V
HIP 106363,21.542572,-24.590418,6.43,A7V
HIP 106393,21.549052,49.977629,5.77,A0V
HIP 106419,21.554893,-52.737773,6.43,K4III
HIP 106420,21.554968,45.854014,6.27,K1Ibvar
HIP 106424,21.555856,-80.039361,6.47,A0V
HIP 106429,21.556534,-44.8487,5.57,K0III
HIP 106474,21.565135,-82.683084,6.35,B3IV
73Rho Cyg,21.56635,45.591837,3.98,G8III
HIP 106500,21.571434,-42.924679,6.32,K1IIICN...
HIP 106518,21.574295,51.698465,6.17,B9III
HIP 106527,21.576104,22.754521,6.45,F7V
HIP 106544,21.578547,1.829161,6.41,M3
HIP 106550,21.57942,18.328929,6.47,K2
72    Cyg,21.579596,38.534054,4.87,K1III
37    Cap,21.580848,-20.084274,5.7,F5V
HIP 106564,21.581389,-29.696117,6.42,B8IIIw
HIP 106590,21.587765,-23.454313,6.39,K1III
HIP 106592,21.588228,-3.983305,5.79,G9III:
HIP 106595,21.58864,28.197607,6.25,F0IV
HIP 106604,21.590533,68.21929,6.47,Ap Si
HIP 106605,21.590843,24.452161,6.22,A4V
HIP 106642,21.600689,45.374591,5.96,M4IIIe-M6e
HIP 106643,21.6014,15.081993,6.5,G8II
8    PsA,21.603046,-26.171516,5.73,A7/A8IV
HIP 106661,21.603885,30.055422,6.36,G8III-IV
7    PsA,21.613553,-33.047896,6.1,A5V
74    Cyg,21.615827,40.413521,5.04,A5V
39Eps Cap,21.618008,-19.466011,4.51,B3V:p
HIP 106752,21.62441,44.69655,6.19,A7III
HIP 106758,21.626044,-0.390562,6.22,A2V
HIP 106771,21.627447,54.042192,6.16,K1III
3    Peg,21.62879,6.618391,6.19,A2V
Bunda,21.629197,-7.854201,4.68,A7V
5    Peg,21.629285,19.318607,5.46,F1IV
9    Cep,21.632007,62.08194,4.76,B2Ib
HIP 106818,21.634118,-64.824167,6.22,A0/A1IV
4    Peg,21.642205,5.771742,5.66,A9IV-Vn
HIP 106872,21.645878,25.498829,6.18,G9III
HIP 106881,21.648943,-79.442583,6.17,F4IV
HIP 106886,21.649339,57.489037,5.74,O6 (f)
HIP 106897,21.650329,20.265451,5.77,F2V
HIP 106907,21.651697,-33.678856,6.28,G8IV
HIP 106938,21.657808,-10.576896,6.07,K0
25    Aqr,21.65924,2.243558,5.1,K0III
HIP 106978,21.66659,-52.35901,6.2,F7III
Nashira,21.668181,-16.662308,3.69,A7III:mp...
75    Cyg,21.669749,43.273839,5.09,M1IIIvar
HIP 107030,21.676029,-55.737977,6.33,K0III-IV
HIP 107041,21.678696,54.872149,6.16,K0III
Nu  Oct,21.691253,-77.390046,3.73,K0III
42    Cap,21.692462,-14.047611,5.16,G2V
76    Cyg,21.69285,40.805222,6.07,A2V
11    Cep,21.698652,71.311417,4.55,K0III
41    Cap,21.700192,-23.262858,5.24,K0III
HIP 107129,21.700301,35.5102,5.98,C6.3
Azelfafage,21.701573,51.189622,4.69,B3IV
HIP 107140,21.702321,45.765697,6.11,M4.5
26    Aqr,21.702809,1.285253,5.66,K2III
7    Peg,21.704292,5.680137,5.3,M2III
77    Cyg,21.706376,41.077019,5.73,A0V
HIP 107173,21.709155,10.824314,6.06,B5IV
HIP 107186,21.71078,49.600257,6.1,G8II
43Kap Cap,21.710973,-18.866323,4.72,G8III
HIP 107197,21.712603,59.270844,6.1,K1III
HIP 107230,21.717806,72.320084,5.18,K0III
44    Cap,21.717888,-14.399709,5.88,A9/F0V
HIP 107235,21.718465,41.15497,5.51,M2III
HIP 107238,21.720425,-19.620961,6.23,A0m...
79    Cyg,21.723791,38.283589,5.69,A0V
Mu  Cep,21.725127,58.780046,4.23,M2Ia
HIP 107271,21.727714,7.528657,6.47,K0
HIP 107297,21.732808,22.815289,6.43,K2
HIP 107299,21.73308,-57.325247,6.49,F7IV/V
45    Cap,21.733602,-14.74937,5.96,A7IV/V
78Mu 1Cyg,21.73571,28.742632,4.49,F6V
Enif,21.736433,9.875011,2.38,K2Ibvar
HIP 107344,21.741516,-38.55253,6.28,K1IIICN...
9    Peg,21.74186,17.350017,4.34,G5Ib
HIP 107350,21.742035,14.771939,5.96,G0V
10Kap Peg,21.744092,25.645036,4.14,F5IV
HIP 107374,21.748134,62.460567,5.94,O9II
9Iot PsA,21.749113,-33.025781,4.35,B9.5V
46    Cap,21.750071,-9.082428,5.1,G8II-III
HIP 107398,21.753444,52.267577,6.4,K5Ib
HIP 107409,21.755198,-49.498761,6.46,K1III
10Nu  Cep,21.75748,61.120806,4.25,A2Iavar
HIP 107423,21.758004,-71.008849,6.02,B8IV
HIP 107445,21.762361,35.857311,6.44,G8III
12    Peg,21.767879,22.94888,5.29,K0Ib
47    Cap,21.771186,-9.275935,6.0,M3III
HIP 107502,21.773316,25.563504,6.28,K3III:
48Lam Cap,21.775583,-11.365954,5.57,A1V
81Pi 2Cyg,21.779891,49.30957,4.23,B3III
HIP 107555,21.783573,70.150882,6.45,A0V
Deneb Algedi,21.784011,-16.127286,2.85,A5mF2 (IV)
HIP 107558,21.784655,17.194041,6.18,F3V
11    Peg,21.787212,2.686124,5.63,A1V
12    Cep,21.790362,60.692689,5.53,M1III
HIP 107596,21.793955,-5.916802,6.17,A7V
10The PsA,21.795598,-30.898304,5.02,A1V
HIP 107637,21.802333,36.580388,6.25,K5
HIP 107649,21.804363,-47.303615,5.57,G2V
HIP 107664,21.808154,38.648575,6.1,B8V
HIP 107710,21.81892,66.792032,6.49,F3IV
HIP 107723,21.821948,61.27276,6.18,M1II-III
HIP 107734,21.82413,20.462446,6.27,B2V
HIP 107749,21.827804,41.148787,6.48,A2Ib
HIP 107750,21.828061,-12.722865,6.31,A1/A2III
14    Peg,21.830748,30.174215,5.07,A1Vs
HIP 107773,21.833369,-64.712537,5.62,K1III
13    Peg,21.835749,17.285851,5.34,F2III-IV
HIP 107797,21.836939,-16.844914,6.38,K3III
Omi Ind,21.846448,-69.629416,5.52,M0III
Lam Oct,21.848413,-82.718904,5.27,G8/K0III+..
HIP 107856,21.851383,39.536658,6.2,B9p HgMn
HIP 107887,21.859513,19.826682,5.78,B8III
HIP 107893,21.860347,65.75271,6.37,Am+...
HIP 107901,21.861595,-18.62294,6.19,F0V
HIP 107930,21.866954,55.796743,5.7,B6IV-V
HIP 107956,21.871717,21.273162,6.27,M8III
15    Peg,21.874978,28.793538,5.52,F6IVwvar
16    Peg,21.88438,25.92514,5.09,B3V
51Mu  Cap,21.888268,-13.551768,5.08,F3IV
HIP 108060,21.893717,19.668437,5.69,A0Vs
Aldhanab,21.898808,-37.364852,3.0,B8III
HIP 108090,21.89938,6.864804,6.14,G0IIIs
HIP 108102,21.902881,-4.27618,5.71,K2III
HIP 108119,21.904839,19.718121,6.36,K0III+...
HIP 108133,21.907374,80.308559,6.43,M3
HIP 108144,21.909976,-3.301272,6.24,F5IV
13    Cep,21.914766,56.611227,5.74,B8Ibvar
HIP 108195,21.919823,-61.886608,5.92,F1III
HIP 108209,21.922388,61.54181,6.17,G8Ib...
HIP 108226,21.925276,65.320809,5.84,B2.5Ve
HIP 108259,21.932121,-30.60592,6.41,G8III
HIP 108268,21.934288,-52.46376,6.5,G6III
Pi  Ind,21.937235,-57.899591,6.17,A3m...
HIP 108294,21.939659,-37.253655,5.45,A3V
HIP 108296,21.939996,21.239858,6.39,K5V
HIP 108317,21.944207,63.625557,5.11,M2 comp
17    Peg,21.948992,12.076492,5.54,A2Vnn
HIP 108347,21.950597,-37.746844,6.18,F2/F3V
HIP 108364,21.953082,66.156153,6.41,B2V
HIP 108420,21.964184,74.996714,6.32,K5
Del Ind,21.965293,-54.992575,4.4,F0IV
HIP 108453,21.970363,-5.424922,6.33,F5IV
Kap1Ind,21.975021,-59.01214,6.13,F3V
HIP 108494,21.978831,-21.182945,6.06,M2III
HIP 108505,21.981532,62.697986,5.96,M3III
HIP 108506,21.98194,-4.373109,6.24,K2V
HIP 108513,21.983247,19.020302,6.5,K0
16    Cep,21.987518,73.179896,5.04,F5V
HIP 108543,21.988307,-38.395096,5.5,K1II/III
18    Peg,22.002202,6.717437,6.0,B3III
HIP 108626,22.006732,-55.883486,6.02,B9IV/V
HIP 108632,22.007417,33.005928,6.46,F5III
12Eta PsA,22.013951,-28.453736,5.43,B8/B9V+...
28    Aqr,22.01806,0.604715,5.6,K4III:
20    Peg,22.018152,13.119823,5.61,F4III
19    Peg,22.019232,8.257164,5.65,K5III
HIP 108758,22.030718,52.882253,5.79,B5III
HIP 108759,22.031289,-77.662544,6.39,A5IV/V
HIP 108766,22.033715,10.973806,6.36,B5IIIn
14    Cep,22.034604,58.000366,5.55,O9V
HIP 108784,22.036625,-17.903474,6.28,K0III
29    Aqr,22.040625,-16.964836,6.39,A0/1V + K1/2
HIP 108845,22.049074,44.649863,5.57,A0IV
HIP 108849,22.051044,-76.118427,5.94,F3III
30    Aqr,22.054572,-6.522406,5.55,K0III
Eps Ind,22.055486,-56.785977,4.69,K5V
31Omi Aqr,22.055234,-2.155363,4.74,B7IVe
21    Peg,22.055287,11.386552,5.83,B9.5V
Kurhah,22.063135,64.627971,4.26,Am
18    Cep,22.064709,63.11992,5.26,M5III
13    PsA,22.073288,-29.91653,6.45,K5III
HIP 108969,22.076255,32.941744,6.36,G5Ia
HIP 108975,22.076879,-26.822359,5.97,B3V (+B)
32    Aqr,22.079839,-0.906343,5.29,A5m
20    Cep,22.083469,62.785671,5.27,K4III
HIP 109009,22.084295,14.815918,6.38,M2.5III:
19    Cep,22.085775,62.279814,5.07,O9.5Ib
HIP 109023,22.086481,26.673689,5.75,K2III
HIP 109033,22.087919,46.744836,6.16,M4III
23    Peg,22.092964,28.963981,5.69,B9Vn
22Nu  Peg,22.094653,5.05853,4.86,K4III
Sadalmelik,22.096399,-0.319851,2.95,G2Ib
HIP 109079,22.097346,45.112504,6.5,A0V
Kap2Ind,22.097496,-59.636072,5.62,K4III
HIP 109082,22.097561,48.231494,6.26,B2V SB
HIP 109102,22.100543,45.014348,5.09,K5III
Lam Gru,22.101914,-39.543353,4.47,M0III
HIP 109121,22.103405,45.24869,6.19,A3V
HIP 109124,22.103766,56.343396,6.38,A0III
33Iot Aqr,22.107286,-13.869679,4.29,B8V
24Iot Peg,22.116847,25.345112,3.77,F5V
HIP 109190,22.119345,58.840718,6.34,G6III
HIP 109205,22.123774,53.307438,6.17,A3Ib
HIP 109209,22.124608,19.475526,5.74,F2V:
HIP 109212,22.12499,18.000709,6.31,M1
25    Peg,22.130641,21.702926,5.79,B7Vn
Alnair,22.137209,-46.960975,1.73,B7IV
HIP 109272,22.137857,49.79699,6.41,K5III
HIP 109276,22.138122,25.543522,6.08,F1IV
14Mu  PsA,22.139722,-32.988468,4.5,A2V
Ups PsA,22.140537,-34.043841,4.99,K4III
HIP 109303,22.144675,45.742254,6.11,K2III comp
HIP 109306,22.145178,-33.125691,6.37,A2III/IV
35    Aqr,22.14972,-18.519592,5.8,B2III
27Pi 1Peg,22.153789,33.172337,5.58,G6III:
HIP 109375,22.158044,-23.659109,6.36,G8III
24    Cep,22.163441,72.341207,4.79,G8III
HIP 109404,22.165473,-34.014967,5.37,A5IV
HIP 109408,22.166072,-48.107661,6.43,K3III
29Pi 2Peg,22.166457,33.178224,4.28,F5III
HIP 109412,22.166708,-28.292435,6.44,A5V
15Tau PsA,22.169093,-32.548407,4.94,F6V
Biham,22.169996,6.197865,3.52,A2V
HIP 109434,22.17092,72.111265,6.36,B9MNp...
HIP 109439,22.171949,19.616339,6.18,G0V
HIP 109442,22.17253,-3.894086,6.28,A1Vnn
HIP 109445,22.172788,14.629858,6.36,K0III
28    Peg,22.175051,20.977984,6.45,A3III
HIP 109466,22.176041,-4.266855,5.98,K0III-IV
HIP 109471,22.177065,11.624539,5.78,M1III
38    Aqr,22.177078,-11.564939,5.43,B5III
HIP 109474,22.177462,70.132573,5.52,F2V
21Zet Cep,22.180908,58.201261,3.39,K1Ibv SB
HIP 109493,22.181029,30.553001,6.3,A8IV
HIP 109509,22.183993,-21.23279,6.1,F6/F7V
HIP 109521,22.186069,50.823393,5.38,A5V
22Lam Cep,22.191828,59.414488,5.05,O6e
HIP 109572,22.196848,56.839357,5.24,F8V
HIP 109577,22.197592,16.040551,5.93,K1III
HIP 109584,22.198637,-76.116023,6.13,K0III
HIP 109585,22.199116,59.084579,6.29,K0III
HIP 109592,22.20056,60.759095,5.37,K1III
HIP 109602,22.202248,24.950641,5.97,K0
HIP 109620,22.206235,63.291035,5.76,M3III
39    Aqr,22.207155,-14.193957,6.04,F0V
HIP 109647,22.212186,-4.720679,6.39,F7V
HIP 109654,22.213284,34.604592,5.34,K2III
HIP 109659,22.214649,73.307193,6.11,A3V+...
HIP 109667,22.215968,-26.327793,6.19,A3V
HIP 109691,22.219449,18.279812,6.5,K2
HIP 109693,22.219501,86.107955,5.27,B9.5Vn
HIP 109730,22.227415,28.608017,5.87,K2III
HIP 109737,22.229008,-25.180905,5.58,F7II
HIP 109745,22.230339,45.440613,5.53,A0III
HIP 109746,22.230475,63.162337,6.13,B8Vn
HIP 109754,22.231312,39.714927,4.5,K3III
41    Aqr,22.238342,-21.074566,5.33,K1III
HIP 109788,22.238445,17.189344,6.5,K4III
16Lam PsA,22.238542,-27.766908,5.45,B7V
HIP 109821,22.244039,-41.381666,6.23,G5V
HIP 109831,22.245656,42.95391,5.72,A2Vnn
23Eps Cep,22.250544,57.043587,4.18,F0IV
HIP 109902,22.259732,-44.451499,6.1,G8/K0III
Mu 1Gru,22.260253,-41.3467,4.79,G8III+...
1    Lac,22.26616,37.748737,4.14,K3III
HIP 109939,22.266619,8.549574,6.21,A1Vn
HIP 109972,22.274039,57.220238,5.88,G8III
Mu 2Gru,22.274045,-41.627225,5.11,G8III
HIP 109977,22.274902,27.80403,6.38,G9III
HIP 109984,22.276015,-1.596389,6.16,A5Vn
HIP 109990,22.277073,-25.898162,6.14,K1II/III
42    Aqr,22.280012,-12.831436,5.34,K1III
Ancha,22.280565,-7.78329,4.17,G8III-IV
HIP 110009,22.281268,-9.040067,5.8,K3III:
HIP 110018,22.283287,-23.140247,6.17,K0III
44    Aqr,22.285139,-5.387164,5.75,G6III
HIP 110055,22.2912,49.126957,6.46,K0
Psi Oct,22.297409,-77.511553,5.49,F3III
HIP 110091,22.301187,-0.237656,6.39,F3V
25    Cep,22.303505,62.804388,5.75,K3III
HIP 110109,22.304289,-53.627073,5.36,G1V
Alp Tuc,22.308371,-60.259587,2.87,K3III
HIP 110171,22.315611,37.769286,6.19,A9IIIp
45    Aqr,22.316872,-13.304995,5.96,K0III
Eps Oct,22.333754,-80.439747,5.09,M6III
46Rho Aqr,22.336643,-7.821102,5.35,B8IIIMNp...
30    Peg,22.340994,5.789498,5.37,B5IV
HIP 110311,22.343406,-57.509783,6.41,K3/K4III
HIP 110314,22.344103,58.409904,6.46,G8III
HIP 110316,22.344311,50.980814,6.4,K2
HIP 110341,22.348833,8.186742,6.18,F6V
HIP 110346,22.350016,26.935162,6.46,M4III
2    Lac,22.350428,46.536569,4.55,B6V
32    Peg,22.355372,28.330529,4.78,B9III
31    Peg,22.358632,12.205186,4.82,B2IV-V
47    Aqr,22.35988,-21.59823,5.12,K0III
Sadachbia,22.360938,-1.387331,3.86,A0V
HIP 110408,22.36413,42.078156,6.38,B5V
Pi 1Gru,22.378944,-45.947944,6.42,S57:
HIP 110487,22.380634,36.659047,6.45,K0
HIP 110497,22.383383,57.284612,6.18,B8III-IV
HIP 110498,22.383475,62.419357,6.04,A1V
HIP 110504,22.385283,55.96323,6.44,G8Iavar
Pi 2Gru,22.385535,-45.928488,5.62,F3III-IV
49    Aqr,22.391901,-24.762661,5.53,K0IIICN...
HIP 110532,22.392264,-7.194421,5.92,G6V
3Bet Lac,22.392675,52.229046,4.42,G9III
33    Peg,22.39432,20.84823,6.2,F7V
HIP 110566,22.398392,38.573612,6.18,F5IV:
51    Aqr,22.401912,-4.83702,5.79,A0V
50    Aqr,22.407517,-13.529369,5.76,K0III
4    Lac,22.408609,49.476392,4.55,B9Iab
Nu  Ind,22.409764,-72.255412,5.28,A3V: + F9V
HIP 110649,22.415638,-57.797415,5.31,F9V
HIP 110668,22.419573,-70.431622,5.78,F3III
52Pi  Aqr,22.421284,1.377401,4.8,B1Ve
HIP 110696,22.427972,18.444316,6.26,K0
HIP 110712,22.43085,-75.015689,6.12,G3IV
HIP 110725,22.433554,70.770898,5.47,K2III
HIP 110746,22.436306,-23.682447,6.29,A0V
53    Aqr,22.442853,-16.742138,5.55,G3V
34    Peg,22.443718,4.393766,5.76,F7V
28Rho1Cep,22.445122,78.785853,5.83,A2m
HIP 110790,22.445988,37.443706,6.46,B2V
26    Cep,22.451475,65.13227,5.52,B0.5Ib
Del Tuc,22.455531,-64.966354,4.51,B8V
HIP 110849,22.457361,39.810026,6.16,B2V
HIP 110873,22.462847,31.840045,6.0,K2
35    Peg,22.464312,4.695664,4.78,K0III
HIP 110907,22.469758,27.018806,6.48,G8III
HIP 110919,22.472078,64.085155,6.3,K0
HIP 110935,22.477091,-67.489059,5.56,A3V
Nu  Gru,22.477557,-39.131792,5.47,G8III
55Zet1Aqr,22.480531,-0.019972,3.65,F3III-IV
36    Peg,22.485551,9.129034,5.6,K5III
HIP 110988,22.4859,58.4041,6.31,A0
HIP 110992,22.486174,26.763198,5.79,K2II
27Del Cep,22.486183,58.415198,4.07,G2Ibvar
Del1Gru,22.487825,-43.495565,3.97,G6/G8III
5    Lac,22.492173,47.706887,4.34,M0II
Del2Gru,22.495955,-43.749224,4.12,M4.5IIIa
HIP 111045,22.496114,-27.107284,5.95,F0V
29Rho2Cep,22.498047,78.824285,5.45,A3V
37    Peg,22.499427,4.43169,5.51,F5IVs
HIP 111066,22.500411,-12.915116,6.41,F2/F3IV/V
38    Peg,22.500503,32.572638,5.64,B9.5V
HIP 111072,22.501809,49.356412,6.41,K2III SB
56    Aqr,22.504819,-14.585734,6.36,B8II
6    Lac,22.508128,43.123376,4.52,B2IV
57Sig Aqr,22.510782,-10.67795,4.82,A0IVs
Zet PsA,22.514936,-26.073752,6.43,K1III
7Alp Lac,22.521515,50.282491,3.76,A1V
HIP 111170,22.521753,-6.555151,6.15,F7V
HIP 111171,22.521783,-2.911276,6.15,K0
17Bet PsA,22.52509,-32.346073,4.29,A1V
HIP 111191,22.526209,29.542758,6.33,A5m
Ups Oct,22.527168,-85.967253,5.76,K0III
58    Aqr,22.528144,-10.905561,6.39,A8III
HIP 111242,22.537851,76.226441,5.7,A2V
HIP 111247,22.538529,54.037032,6.41,G8III
HIP 111259,22.54066,39.779733,5.88,A6V
39    Peg,22.543187,20.230019,6.43,F1V
HIP 111296,22.546363,15.863263,6.35,K0
Nu  Tuc,22.55001,-61.982122,4.91,M4III
HIP 111314,22.55077,69.913545,6.01,A9III
HIP 111325,22.554662,70.373714,6.26,A0V
HIP 111362,22.561281,56.624737,5.72,G8III-IV
60    Aqr,22.567476,-1.57427,5.88,G6III
59Ups Aqr,22.57823,-20.708216,5.21,F7V
62Eta Aqr,22.589272,-0.117498,4.04,B9IV-Vn
HIP 111504,22.590665,-78.771585,6.15,K1III
HIP 111515,22.593437,-23.991094,5.97,K1III
31    Cep,22.596077,73.643188,5.08,F3III-IV
HIP 111539,22.59689,-17.460424,6.39,K4III
HIP 111543,22.597774,56.070574,6.37,A3V
HIP 111546,22.597857,39.634331,5.73,B1Ve
HIP 111548,22.598024,-57.883752,6.22,F0Vn
HIP 111550,22.598161,50.070788,6.29,B3V
HIP 111567,22.602195,35.577504,6.11,K0
Sig1Gru,22.608139,-40.582689,6.28,A3Vn
HIP 111600,22.609846,-31.663789,5.82,K2III
HIP 111601,22.610092,11.696636,6.42,A1III
HIP 111627,22.613523,35.652419,6.28,K5
Sig2Gru,22.616346,-40.591034,5.85,A1V
HIP 111649,22.618013,12.576816,6.3,K5
HIP 111660,22.620247,75.371811,5.8,M1III
9    Lac,22.622899,51.545123,4.64,A8IV
Situla,22.629273,-4.228056,5.04,K2III
HIP 111753,22.638167,45.182935,6.38,G2III+...
HIP 111761,22.639484,-7.897563,6.23,G1IV-V
HIP 111795,22.64386,56.795632,5.11,M4III
30    Cep,22.644182,63.584472,5.19,A3IV
HIP 111801,22.645743,-28.748214,6.46,K1III
HIP 111809,22.647629,-33.081347,5.66,A0V
40    Peg,22.647942,19.522263,5.84,G8II
10    Lac,22.654355,39.050269,4.89,O9V
HIP 111869,22.659536,37.592817,6.03,G3Ib-IICNe.
HIP 111879,22.662271,-28.325661,6.3,K0/K1III
41    Peg,22.663059,19.681125,6.33,A2V
HIP 111925,22.671779,53.845927,5.94,B8V
HIP 111934,22.672866,-30.658871,5.88,K2/K3III
11    Lac,22.675233,44.276305,4.5,K3III
18Eps PsA,22.677594,-27.043617,4.18,B8V
HIP 111965,22.679987,-3.554239,6.32,F6V
HIP 111967,22.680247,-57.422322,5.98,K4III
HIP 111974,22.681299,14.549161,5.72,G3V+...
Homam,22.691033,10.831364,3.41,B8.5V
12    Lac,22.691292,40.225449,5.25,B2IIIv SB
HIP 112032,22.692029,30.965861,6.36,K5
HIP 112041,22.69334,41.549123,5.93,G9III
43Omi Peg,22.695947,29.307641,4.8,A1IV
HIP 112067,22.699293,14.516393,5.92,K0III:
HIP 112078,22.701674,-5.101968,6.28,M0
HIP 112098,22.705781,53.908748,6.14,K2
19    PsA,22.706135,-29.361046,6.12,M3III
HIP 112117,22.710245,-47.210813,5.99,G0
Tiaki,22.711115,-46.884577,2.07,M5III
HIP 112127,22.711965,-44.248036,6.06,K1IV
HIP 112144,22.715402,37.802735,6.43,B1V
Matar,22.716704,30.221245,2.93,G2II-III..
HIP 112168,22.717615,-8.311441,6.45,A5V
HIP 112170,22.717866,47.168755,6.39,A1V+...
67    Aqr,22.720629,-6.962937,6.4,A0Vn
Rho Gru,22.724993,-41.414347,4.84,K0III
66    Aqr,22.726454,-18.830375,4.68,K3III
HIP 112241,22.734782,39.465348,5.93,K5III+...
13    Lac,22.734856,41.819235,5.11,K0III
HIP 112259,22.73791,-60.499618,6.29,F3V
