Name,RA,Dec,V-Mag
HIP 31210,6.54713,-24.368683,8.51
HIP 31211,6.547151,-50.473315,7.79
HIP 31212,6.547342,-12.056637,7.83
HIP 31213,6.547439,26.755724,9.34
HIP 31214,6.54778,-47.71451,12.24
HIP 31215,6.548107,58.747322,7.64
13    Mon,6.548396,7.332965,4.47
HIP 31217,6.548671,-44.321591,8.87
HIP 31218,6.548679,-27.939744,9.18
HIP 31219,6.548782,28.334047,9.31
HIP 31220,6.548839,-54.266773,8.78
HIP 31221,6.54886,-43.576524,7.95
HIP 31222,6.54898,79.468363,7.95
HIP 31223,6.549362,-48.54452,6.96
HIP 31224,6.549558,-3.820078,7.72
HIP 31225,6.549576,-30.863122,8.71
HIP 31226,6.549795,-8.964061,7.37
HIP 31227,6.549954,39.784647,7.45
HIP 31228,6.550064,-26.780225,10.06
HIP 31229,6.550554,-73.751267,7.93
HIP 31230,6.550961,29.406565,8.06
HIP 31231,6.551114,78.979527,6.61
HIP 31232,6.551241,26.289965,9.56
HIP 31233,6.551288,30.325321,8.24
HIP 31234,6.551354,-1.699856,8.28
HIP 31235,6.551442,10.322218,8.71
HIP 31236,6.551553,16.948751,7.65
HIP 31237,6.551718,1.273321,6.88
HIP 31238,6.552688,46.476236,7.02
HIP 31240,6.552791,43.155042,8.67
HIP 31239,6.552812,-22.60882,8.1
HIP 31241,6.552844,-38.62519,6.44
HIP 31242,6.552956,-71.648134,7.65
HIP 31243,6.553288,-37.82195,7.25
HIP 31244,6.553461,-14.096108,8.84
HIP 31245,6.553477,46.574083,8.01
HIP 31246,6.553506,5.462925,7.91
HIP 31247,6.553683,-45.378569,8.06
HIP 31248,6.554471,-41.130939,8.63
HIP 31249,6.554557,19.84362,7.97
HIP 31250,6.55464,-23.752575,8.56
HIP 31251,6.554703,-35.458913,9.16
HIP 31252,6.554855,62.886075,8.66
HIP 31253,6.555028,-14.814231,7.72
HIP 31254,6.555143,24.04145,8.91
HIP 31255,6.555451,47.218392,7.54
HIP 31256,6.555536,44.936899,9.62
HIP 31257,6.555785,32.949973,9.41
HIP 31258,6.55604,18.782709,9.15
HIP 31259,6.556254,63.139149,9.01
HIP 31260,6.55644,7.169054,9.4
HIP 31261,6.556455,18.791162,9.1
HIP 31262,6.556474,-18.07664,8.52
HIP 31263,6.556725,78.168476,7.11
HIP 31264,6.556843,-52.484092,8.82
HIP 31265,6.557304,-52.329234,6.18
HIP 31266,6.557409,-20.923961,6.39
HIP 31267,6.557542,48.374575,8.01
HIP 31268,6.557574,23.178708,8.36
HIP 31269,6.557598,-32.22638,6.96
HIP 31270,6.557748,-45.063716,8.68
HIP 31271,6.557757,-29.209854,7.99
HIP 31272,6.557894,75.551018,9.86
HIP 31273,6.557959,-24.222165,8.24
HIP 31274,6.558659,57.022827,8.55
HIP 31275,6.559366,-20.139111,7.5
HIP 31276,6.559739,13.034917,8.87
HIP 31277,6.560046,14.155163,5.57
HIP 31278,6.560534,-1.220154,5.09
HIP 31279,6.560553,-54.590191,8.72
HIP 31280,6.5607,-39.641878,8.18
HIP 31281,6.560732,5.953946,9.18
HIP 31282,6.560961,-54.117204,8.23
HIP 31283,6.56101,-28.889124,9.11
HIP 31284,6.561066,-26.329644,7.2
HIP 31285,6.561411,-7.203472,7.49
HIP 31286,6.561424,-22.69594,9.48
HIP 31287,6.561511,27.980173,7.52
HIP 31288,6.561603,39.446127,7.05
HIP 31289,6.561734,-74.700572,10.05
HIP 31290,6.561849,33.024039,6.53
HIP 31291,6.562116,-0.264287,8.33
HIP 31293,6.56217,-75.62999,10.35
HIP 31295,6.562735,-43.85915,8.02
HIP 31294,6.562741,9.16901,8.52
HIP 31296,6.56283,-30.582856,8.52
HIP 31297,6.562901,7.240014,7.76
HIP 31292,6.563156,-75.624991,11.41
HIP 31298,6.563715,-33.038393,8.15
HIP 31299,6.563745,-36.232029,5.42
HIP 31300,6.563941,-58.528459,11.62
HIP 31301,6.564105,-47.055097,10.61
HIP 31302,6.564153,-38.848586,8.19
HIP 31303,6.564155,4.525444,8.27
HIP 31304,6.564485,40.568801,9.85
HIP 31305,6.565114,4.662392,7.76
HIP 31306,6.56517,14.471394,10.9
HIP 31307,6.565492,43.109675,8.97
HIP 31308,6.565929,22.340088,8.35
HIP 31309,6.566006,52.461411,6.91
HIP 31310,6.566102,27.044759,7.83
HIP 31311,6.566289,-14.789832,9.15
HIP 31312,6.566857,-4.568018,8.29
HIP 31313,6.567108,23.049117,8.89
HIP 31314,6.567369,-77.687705,6.66
HIP 31315,6.56761,-60.587801,9.18
HIP 31316,6.567677,22.117661,7.42
HIP 31317,6.567697,-30.337119,8.11
HIP 31318,6.567981,-72.269866,8.09
HIP 31319,6.568041,27.554818,10.19
HIP 31320,6.56811,-26.02822,8.03
HIP 31321,6.568376,1.640781,8.65
HIP 31322,6.568596,-21.536118,7.94
HIP 31323,6.568638,22.124138,7.18
HIP 31324,6.568752,7.991751,9.98
HIP 31325,6.568918,-29.629603,6.82
HIP 31326,6.569003,2.898662,6.9
HIP 31327,6.569125,20.676691,10.16
HIP 31328,6.569239,7.990911,8.27
HIP 31329,6.569374,49.850808,9.23
HIP 31330,6.569505,-42.099049,7.35
HIP 31331,6.569632,-66.098649,9.33
HIP 31332,6.569918,-10.956905,9.54
HIP 31333,6.570488,65.286881,7.59
HIP 31334,6.570557,62.174557,9.47
HIP 31335,6.570678,-63.91811,8.53
HIP 31336,6.570815,-27.325757,8.85
HIP 31337,6.570884,2.389347,8.16
HIP 31338,6.571717,-4.900113,7.26
HIP 31339,6.571795,-5.328067,8.03
HIP 31340,6.572048,38.076003,6.66
HIP 31341,6.572202,-16.01086,7.64
HIP 31342,6.57236,-2.905663,7.37
HIP 31343,6.57256,-55.239219,8.67
HIP 31345,6.572666,14.752174,7.64
HIP 31346,6.572683,3.306465,7.25
HIP 31344,6.572684,-3.074103,6.59
HIP 31347,6.572955,6.695111,7.54
HIP 31348,6.573214,2.534149,7.96
HIP 31349,6.57331,16.075091,8.64
HIP 31350,6.5736,51.094746,8.13
HIP 31351,6.574183,-2.70292,9.61
HIP 31352,6.574192,-7.950318,8.43
HIP 31353,6.574332,21.427167,8.01
HIP 31354,6.574887,39.465024,8.76
HIP 31355,6.575303,-18.812172,7.8
HIP 31356,6.575559,-11.229743,7.43
HIP 31357,6.575624,30.954671,8.44
HIP 31358,6.575707,57.829552,10.19
7    Lyn,6.575777,55.353042,6.45
HIP 31360,6.576152,-17.364459,8.76
HIP 31361,6.576472,13.079099,11.84
HIP 31362,6.576481,-32.716255,5.62
HIP 31363,6.576563,4.967928,6.68
HIP 31364,6.57671,23.200584,8.89
HIP 31365,6.576712,8.352127,9.06
HIP 31366,6.576828,21.64223,8.34
HIP 31367,6.577348,43.065463,7.49
HIP 31368,6.577586,19.429043,7.07
HIP 31369,6.577645,-46.510009,8.58
HIP 31370,6.577715,1.727688,7.86
HIP 31371,6.57796,-8.608109,8.85
HIP 31372,6.578027,3.073409,8.24
HIP 31373,6.578281,38.540135,7.3
HIP 31374,6.578711,-34.009402,6.69
HIP 31375,6.578734,12.016324,9.07
HIP 31376,6.578864,-51.21639,8.18
HIP 31377,6.57892,38.855023,9.96
HIP 31378,6.578977,49.039006,10.48
HIP 31379,6.579062,42.503542,8.91
HIP 31380,6.57924,37.422453,10.36
HIP 31382,6.579393,-20.557443,7.02
HIP 31381,6.579404,-62.561975,8.2
HIP 31383,6.579414,8.825606,9.31
HIP 31384,6.579476,-19.952989,8.06
14    Mon,6.579533,7.572482,6.44
HIP 31386,6.579707,-63.262137,7.78
HIP 31387,6.579765,-42.394513,8.37
HIP 31388,6.579941,24.148494,9.17
HIP 31389,6.580309,30.260582,9.39
HIP 31390,6.580664,-75.218834,8.99
HIP 31391,6.580847,41.700194,9.1
HIP 31392,6.580885,-19.646659,7.32
HIP 31393,6.580955,-4.255242,8.1
HIP 31394,6.581102,-53.281873,7.61
HIP 31395,6.581315,-18.027346,9.2
HIP 31396,6.581578,16.205778,6.61
HIP 31397,6.581664,-34.836203,8.55
HIP 31398,6.581736,-30.092025,6.94
HIP 31399,6.58189,-60.713992,9.07
HIP 31400,6.582069,-45.308382,9.2
HIP 31401,6.582118,-15.328708,8.63
HIP 31402,6.582267,-32.30665,7.9
HIP 31403,6.582424,16.763806,7.22
HIP 31404,6.582626,15.33047,7.06
HIP 31405,6.582728,-31.291457,7.77
HIP 31406,6.582883,0.504087,8.1
HIP 31407,6.58294,-52.975607,4.35
HIP 31408,6.583126,8.268897,11.16
HIP 31409,6.583246,-21.995502,8.47
HIP 31410,6.583389,-35.049276,7.32
HIP 31411,6.583435,11.124424,8.03
HIP 31412,6.583714,24.92089,7.8
HIP 31413,6.583747,-33.216216,9.08
HIP 31414,6.583886,31.434646,7.03
HIP 31415,6.584175,-12.607659,7.7
5Xi 2CMa,6.584274,-22.964793,4.54
HIP 31417,6.584363,38.755188,9.4
HIP 31418,6.584421,-56.817249,9.15
HIP 31419,6.584513,-33.003124,8.94
HIP 31420,6.5845,1.81686,7.63
HIP 31421,6.584524,55.498895,8.12
HIP 31422,6.584534,63.541852,9.25
HIP 31423,6.585019,70.678387,9.69
HIP 31424,6.585042,37.064352,7.4
HIP 31425,6.585091,-49.363438,8.86
HIP 31426,6.585306,-21.40976,8.66
HIP 31427,6.585306,12.668937,7.06
HIP 31428,6.585362,-65.011557,8.31
HIP 31429,6.585786,83.763568,9.16
HIP 31430,6.585895,-61.173239,7.42
HIP 31431,6.585969,34.949677,9.35
HIP 31432,6.586163,52.863917,7.51
HIP 31433,6.586427,54.096152,8.03
49    Aur,6.586684,28.022314,5.26
HIP 31435,6.586882,18.065091,8.08
HIP 31436,6.586978,-25.840216,7.86
HIP 31438,6.587219,-62.502721,8.84
HIP 31439,6.587218,47.948819,7.87
HIP 31440,6.587321,-48.134954,9.14
HIP 31442,6.587584,-57.265095,8.51
HIP 31443,6.587594,3.968896,7.98
HIP 31444,6.587656,28.442696,8.37
HIP 31445,6.587678,-20.392285,8.01
HIP 31446,6.58773,0.890216,5.78
HIP 31447,6.588099,-4.789881,7.3
HIP 31448,6.588221,9.988335,5.93
HIP 31449,6.589154,-37.449175,7.99
HIP 31450,6.589194,-67.226253,7.92
HIP 31451,6.589261,44.648707,10.17
HIP 31452,6.589397,51.974716,7.56
HIP 31454,6.589451,37.715299,7.01
HIP 31453,6.589461,-38.808817,7.47
HIP 31455,6.589973,-0.150646,9.07
HIP 31456,6.590028,-10.584476,8.89
HIP 31457,6.590061,-36.779879,5.59
HIP 31458,6.590196,33.926799,8.91
HIP 31459,6.590273,-59.087628,8.35
HIP 31460,6.59028,-13.295622,9.08
HIP 31461,6.590486,-7.374797,8.64
HIP 31462,6.590812,80.573222,7.16
HIP 31463,6.590864,-31.591426,7.89
HIP 31464,6.590962,-48.476328,9.03
HIP 31465,6.590978,10.842572,8.23
HIP 31466,6.591331,5.512576,7.98
HIP 31467,6.591333,33.006916,10.17
HIP 31468,6.591363,-53.710791,9.07
HIP 31469,6.591894,-22.109053,6.32
HIP 31470,6.591954,-9.371208,8.78
HIP 31471,6.592113,-37.857654,7.56
HIP 31472,6.59259,-16.007795,7.87
HIP 31473,6.592676,76.866355,8.14
HIP 31474,6.592757,-69.491594,11.24
HIP 31475,6.592743,-36.259398,7.14
HIP 31476,6.59277,-3.982927,7.96
HIP 31477,6.592937,-50.296106,7.02
HIP 31478,6.593013,-45.071952,8.43
HIP 31479,6.593098,57.986157,7.99
HIP 31480,6.593292,-2.24301,7.51
HIP 31481,6.59335,-62.640083,12.39
HIP 31482,6.59343,-52.339372,9.04
HIP 31483,6.593514,20.888793,7.93
HIP 31484,6.593636,45.623073,8.08
HIP 31485,6.593791,32.576808,7.75
HIP 31486,6.593812,-26.041538,7.92
HIP 31487,6.594247,-47.433511,7.41
HIP 31488,6.594618,9.851961,8.05
HIP 31489,6.594885,-30.448927,9.22
HIP 31490,6.595146,-8.999633,7.69
HIP 31491,6.595731,-41.489915,8.21
HIP 31492,6.59578,-1.096694,7.95
HIP 31494,6.596019,-47.281952,9.08
HIP 31493,6.596027,45.589355,10.1
HIP 31495,6.596038,13.986004,9.55
HIP 31496,6.596212,-10.460787,9.03
HIP 31497,6.596826,-13.747112,9.05
HIP 31498,6.5969,54.589502,8.38
HIP 31499,6.597125,51.295958,9.72
HIP 31501,6.597284,49.882533,8.24
HIP 31502,6.597452,-16.102764,7.39
HIP 31503,6.597642,17.200032,7.48
HIP 31504,6.597723,-56.227943,7.62
HIP 31505,6.597854,-48.282313,9.74
HIP 31506,6.597972,-48.279896,7.44
HIP 31507,6.598235,-17.897409,10.21
HIP 31508,6.598278,17.692518,7.26
HIP 31509,6.598344,-36.088632,6.36
HIP 31510,6.59838,-11.374276,7.08
HIP 31511,6.598529,43.705828,6.87
HIP 31512,6.598545,-64.881012,8.17
HIP 31513,6.59865,5.309775,8.3
HIP 31514,6.59908,41.922494,8.98
HIP 31515,6.599189,5.307404,9.16
HIP 31516,6.599225,5.316697,9.39
HIP 31517,6.599385,-3.977643,7.59
HIP 31518,6.59947,-16.804333,9.01
HIP 31519,6.599806,32.290713,7.33
HIP 31520,6.599825,31.47924,6.9
HIP 31521,6.599878,-35.171683,7.61
HIP 31522,6.599912,48.413191,8.88
HIP 31523,6.600029,4.498032,6.55
HIP 31524,6.600371,34.198266,8.03
HIP 31525,6.600591,16.797022,6.73
HIP 31526,6.600623,56.386067,6.56
HIP 31527,6.600629,55.692684,7.83
HIP 31528,6.600823,74.292965,8.89
HIP 31529,6.601026,81.329356,9.19
HIP 31530,6.601117,-14.328324,9.72
HIP 31531,6.601218,13.694034,7.22
HIP 31532,6.601406,-24.118768,7.71
HIP 31533,6.601504,-24.866123,7.45
HIP 31534,6.60157,-32.221921,9.12
HIP 31535,6.601684,26.714563,8.74
HIP 31536,6.60173,19.403211,9.48
HIP 31537,6.602108,-1.277478,9.65
HIP 31538,6.602187,66.344626,11.27
HIP 31539,6.602233,-72.785214,9.32
HIP 31540,6.602441,-27.622297,7.63
HIP 31541,6.602622,-28.835526,7.04
HIP 31542,6.6027,10.284886,7.78
HIP 31543,6.602797,-29.397904,9.62
HIP 31544,6.603072,29.03193,10.4
HIP 31545,6.603344,26.619491,10.18
HIP 31546,6.603361,74.936878,9.95
HIP 31547,6.603494,-36.138446,7.23
HIP 31548,6.603626,44.733638,9.41
HIP 31549,6.603669,-36.647689,8.15
HIP 31551,6.604101,58.827239,7.63
HIP 31550,6.604107,50.417131,9.45
HIP 31552,6.604186,58.106782,6.61
HIP 31553,6.604421,-26.121939,10.05
HIP 31554,6.604617,-26.123624,7.95
HIP 31555,6.605074,-40.006632,10.6
HIP 31556,6.60531,-42.670422,8.5
HIP 31557,6.605387,-26.534836,7.46
HIP 31558,6.605674,-19.492113,7.41
HIP 31559,6.605823,29.728017,8.73
HIP 31560,6.606009,-18.660437,8.14
HIP 31561,6.606145,27.934385,12.56
HIP 31562,6.606212,30.105456,8.34
HIP 31563,6.606269,-6.029564,8.85
6Nu 1CMa,6.606347,-18.659904,5.71
HIP 31565,6.606668,59.664475,6.84
HIP 31566,6.606962,66.026073,8.82
HIP 31567,6.607191,6.08319,6.87
HIP 31568,6.607295,27.278392,6.89
HIP 31569,6.607555,-57.539235,7.16
HIP 31570,6.607628,-50.322759,7.22
HIP 31571,6.60768,-9.82856,8.26
HIP 31572,6.607764,-31.886853,6.87
HIP 31574,6.608011,15.750068,7.36
HIP 31573,6.608016,-44.651133,8.93
HIP 31575,6.608502,72.009219,7.79
HIP 31576,6.608743,32.154337,9.76
HIP 31577,6.608947,7.71036,9.46
HIP 31578,6.609042,27.891255,10.06
HIP 31579,6.609121,38.4455,5.4
HIP 31580,6.609266,-64.698539,8.2
HIP 31581,6.609273,13.997427,9.42
HIP 31582,6.609693,-20.230817,9.44
HIP 31583,6.609814,-5.211143,5.52
HIP 31584,6.609915,77.924962,7.58
HIP 31585,6.610019,33.390552,7.37
HIP 31586,6.610036,1.054022,7.74
HIP 31587,6.610256,-7.295846,8.6
HIP 31588,6.610293,-49.221328,8.32
HIP 31589,6.611165,-58.408882,8.5
HIP 31590,6.611318,-51.429847,8.33
HIP 31591,6.611341,-6.363496,9.72
7Nu 2CMa,6.611399,-19.255879,3.95
HIP 31594,6.611406,-36.191453,8.5
HIP 31593,6.611407,-22.614732,6.35
HIP 31595,6.611765,23.098046,7.01
HIP 31596,6.6124,38.787507,8.95
HIP 31597,6.61289,37.851808,9.45
HIP 31599,6.612944,-13.321036,5.95
HIP 31598,6.612945,4.694479,8.83
HIP 31600,6.61355,71.328685,8.59
HIP 31601,6.613956,-81.678902,8.6
HIP 31602,6.614173,36.914104,8.74
HIP 31603,6.614243,-41.557141,6.36
HIP 31604,6.614425,-12.851358,9.06
HIP 31605,6.614678,35.737431,9.73
HIP 31606,6.61496,70.503373,7.67
HIP 31607,6.615098,-27.052088,9.45
HIP 31608,6.615505,30.918899,8.04
HIP 31609,6.615859,-58.015263,10.07
HIP 31610,6.615931,69.357944,8.29
HIP 31611,6.616311,-69.444211,8.9
HIP 31612,6.616451,-56.258068,9.5
HIP 31613,6.616631,69.557601,10.8
HIP 31614,6.616691,-3.593367,8.37
HIP 31615,6.616922,-16.356722,7.8
HIP 31616,6.617173,33.638053,8.49
HIP 31617,6.617191,-38.146506,6.03
HIP 31618,6.617232,19.160129,7.58
HIP 31619,6.617326,34.769663,9.63
HIP 31620,6.617412,-41.249898,7.32
HIP 31621,6.617591,-28.70619,7.49
HIP 31622,6.617636,5.51939,7.14
HIP 31623,6.617762,-32.225196,7.65
HIP 31624,6.618012,3.063959,10.22
HIP 31625,6.618086,-50.482657,8.11
HIP 31627,6.618134,-74.796119,8.96
HIP 31626,6.618138,19.752884,10.18
HIP 31628,6.618185,-2.88668,8.9
HIP 31629,6.618263,-2.179035,7.1
HIP 31630,6.618697,-52.347197,7.72
HIP 31631,6.618807,24.398725,9.0
HIP 31632,6.619244,52.526296,9.05
HIP 31633,6.619332,-70.917711,8.27
HIP 31634,6.61977,-50.038264,9.61
HIP 31635,6.619671,17.564801,9.63
HIP 31636,6.620434,-40.770598,7.62
HIP 31637,6.62051,-36.990651,5.72
HIP 31638,6.620743,-61.546991,8.94
HIP 31639,6.620732,-25.361055,9.64
HIP 31640,6.62093,53.475437,8.03
HIP 31641,6.621062,3.998146,8.9
HIP 31642,6.622215,-43.451297,6.87
HIP 31643,6.622547,31.710764,8.26
HIP 31644,6.6227,-54.979173,9.19
HIP 31645,6.623341,-20.586946,9.64
HIP 31646,6.623345,6.135382,6.05
HIP 31647,6.623614,-44.976043,8.08
HIP 31648,6.623862,-43.661051,9.94
HIP 31649,6.624129,-19.795,7.8
HIP 31650,6.624247,24.590851,6.44
HIP 31651,6.624807,22.14879,7.68
HIP 31652,6.624877,-31.45411,8.96
HIP 31653,6.625092,-45.5943,8.29
HIP 31654,6.62513,-25.154755,8.46
HIP 31655,6.625499,9.144278,7.61
HIP 31656,6.625562,-8.235617,7.22
HIP 31657,6.625612,40.649971,9.6
HIP 31658,6.625967,9.699241,10.22
HIP 31659,6.625986,29.909614,9.16
HIP 31660,6.626084,12.180556,6.84
HIP 31661,6.626723,-55.343737,6.88
HIP 31662,6.626915,10.853293,6.39
HIP 31663,6.627063,21.710205,8.08
HIP 31664,6.627133,-57.437539,8.71
11    Lyn,6.627332,56.857531,5.87
HIP 31666,6.627373,-70.603746,7.34
HIP 31667,6.627436,22.716398,7.37
HIP 31669,6.627767,1.811487,7.82
HIP 31668,6.62777,23.518978,8.73
HIP 31670,6.627781,-38.628315,7.9
HIP 31671,6.627796,12.071968,11.15
HIP 31672,6.627868,2.704158,6.17
HIP 31673,6.627953,55.359248,7.38
HIP 31674,6.627998,-12.985116,6.11
HIP 31675,6.628114,46.762955,9.86
8    Lyn,6.6282,61.481233,5.94
HIP 31678,6.628266,-77.538556,7.99
HIP 31677,6.628294,2.100807,8.0
HIP 31679,6.628492,-44.495678,7.71
HIP 31680,6.628499,20.096775,9.34
24Gam Gem,6.628528,16.399252,1.93
HIP 31682,6.628545,-19.309425,8.92
HIP 31683,6.628767,-17.013131,7.6
HIP 31684,6.629057,45.14645,8.74
Nu  Pup,6.629353,-43.195934,3.17
HIP 31686,6.629395,18.401566,7.61
HIP 31687,6.629456,41.281235,8.66
HIP 31688,6.629891,-32.339735,5.25
HIP 31689,6.630045,40.762278,9.73
HIP 31690,6.630608,-36.113852,7.82
HIP 31691,6.630775,0.527083,7.13
HIP 31692,6.630765,-70.932607,8.71
HIP 31693,6.630898,-8.781732,7.41
HIP 31694,6.630968,6.68325,8.36
HIP 31695,6.631229,53.51721,9.07
HIP 31696,6.631241,23.60445,6.65
HIP 31697,6.631307,4.95667,6.14
HIP 31698,6.631402,2.269419,7.28
HIP 31699,6.631451,11.684677,8.7
8Nu 3CMa,6.631506,-18.237478,4.42
HIP 31701,6.631545,-34.29577,9.23
HIP 31702,6.631722,31.783019,9.54
HIP 31703,6.631984,73.695636,6.26
HIP 31704,6.632194,7.729212,8.64
HIP 31705,6.632287,-5.533491,9.14
HIP 31706,6.632298,15.771831,8.35
HIP 31707,6.632325,-0.682081,8.23
HIP 31708,6.632625,39.785206,9.48
HIP 31709,6.632804,-9.268742,8.13
HIP 31710,6.63324,48.509264,8.31
HIP 31711,6.633443,-61.533387,6.15
HIP 31712,6.633478,-59.773435,8.78
HIP 31713,6.633536,18.557531,11.21
HIP 31714,6.633824,9.883592,9.79
HIP 31715,6.634,24.834519,9.03
HIP 31716,6.634684,30.889662,7.34
HIP 31717,6.635027,60.095761,8.2
HIP 31718,6.635072,62.445226,8.89
HIP 31719,6.635104,51.202122,7.84
HIP 31720,6.635259,59.449475,7.46
HIP 31721,6.635813,87.296646,8.3
HIP 31722,6.635952,59.442117,10.78
HIP 31723,6.636413,72.850898,8.73
HIP 31724,6.636625,7.14823,7.43
HIP 31725,6.63692,-70.094326,9.41
HIP 31726,6.637541,55.914638,8.98
HIP 31727,6.637829,-22.767559,8.26
HIP 31728,6.638055,30.624519,9.15
HIP 31729,6.63854,64.735012,7.61
HIP 31730,6.638584,24.45042,6.75
HIP 31731,6.638885,57.191713,6.73
HIP 31732,6.639007,60.240182,9.55
HIP 31733,6.639016,-2.543897,6.14
HIP 31734,6.639215,18.480375,11.71
HIP 31735,6.639498,80.195805,8.81
HIP 31736,6.639697,-23.580321,6.48
53    Aur,6.639725,28.984354,5.76
HIP 31738,6.639729,-52.932062,6.74
HIP 31739,6.639754,4.624153,8.14
HIP 31740,6.640179,48.798604,10.11
HIP 31741,6.640184,-28.790747,8.58
HIP 31742,6.64043,-66.085605,7.15
HIP 31743,6.640613,44.313096,8.35
HIP 31744,6.640644,8.492272,8.66
HIP 31746,6.640695,-53.652142,8.23
HIP 31745,6.64071,-58.338086,8.22
HIP 31747,6.640789,39.742309,10.44
HIP 31748,6.641098,52.00616,8.53
HIP 31749,6.641288,4.607186,7.14
HIP 31750,6.641488,-45.373762,8.16
HIP 31751,6.642163,-39.469983,9.34
HIP 31753,6.642227,67.086868,8.78
HIP 31752,6.642278,52.294613,8.64
HIP 31754,6.642421,37.114029,8.05
HIP 31755,6.642495,12.738338,7.76
HIP 31756,6.642687,2.920067,8.37
HIP 31757,6.642825,39.119819,7.78
HIP 31758,6.643174,-16.873547,6.01
HIP 31759,6.643199,26.905456,8.34
HIP 31761,6.643335,-52.056179,10.46
HIP 31760,6.643329,-4.292706,8.04
HIP 31762,6.643385,-24.965758,8.39
HIP 31763,6.64344,61.477721,6.96
HIP 31764,6.643484,-63.549834,9.21
HIP 31765,6.643787,-48.220183,5.05
HIP 31766,6.643941,1.613518,6.23
HIP 31767,6.644006,28.672989,9.54
HIP 31768,6.644019,-60.183029,7.06
HIP 31769,6.644146,-17.969192,9.42
HIP 31770,6.644208,14.610987,8.48
51    Aur,6.644317,39.390854,5.7
HIP 31773,6.644342,-37.995993,7.15
HIP 31772,6.644382,-81.458879,8.87
HIP 31774,6.644414,26.499913,8.8
HIP 31775,6.644617,-17.931837,9.11
HIP 31776,6.644654,41.581493,6.87
HIP 31777,6.644696,-46.515161,9.66
HIP 31778,6.644822,-46.175128,8.38
HIP 31779,6.644931,-76.514138,10.0
HIP 31780,6.645095,45.070564,8.98
HIP 31783,6.645305,75.706812,7.76
HIP 31781,6.645325,-45.060058,8.45
HIP 31782,6.645351,43.352864,9.28
HIP 31784,6.645552,-45.064451,7.69
HIP 31785,6.646004,-16.260862,7.1
HIP 31786,6.646403,-28.756361,9.52
HIP 31787,6.646646,6.901884,6.94
HIP 31788,6.64669,-43.82477,7.58
52Psi3Aur,6.646995,39.902559,5.34
HIP 31790,6.647057,4.700609,6.56
HIP 31791,6.647091,-27.746941,8.1
HIP 31792,6.647516,7.971539,7.79
HIP 31793,6.647635,5.685734,8.49
HIP 31794,6.647684,-32.830951,8.79
HIP 31795,6.647732,10.651099,9.16
HIP 31796,6.647961,33.018038,7.12
HIP 31797,6.648135,25.679049,10.66
HIP 31798,6.648219,-63.465077,8.75
HIP 31799,6.648529,-15.96973,8.78
HIP 31800,6.64872,-40.585695,7.97
HIP 31801,6.648744,-74.425428,9.72
HIP 31802,6.64885,15.206825,7.84
HIP 31803,6.649072,-30.057585,9.96
HIP 31804,6.649393,-55.298718,8.85
HIP 31805,6.649602,-58.835973,8.37
HIP 31806,6.649653,38.512327,9.92
HIP 31807,6.649684,41.494762,7.48
HIP 31808,6.650192,71.124504,8.32
HIP 31809,6.650482,-35.13649,7.97
HIP 31810,6.650901,19.595526,8.43
HIP 31811,6.650996,-18.185828,7.13
HIP 31812,6.651119,3.93495,8.06
HIP 31813,6.651472,22.030881,6.09
HIP 31814,6.651499,-70.745096,9.07
HIP 31815,6.651617,-37.532686,7.83
HIP 31816,6.651629,31.766146,7.64
HIP 31817,6.652344,-51.110985,8.27
HIP 31818,6.65239,67.881841,10.94
HIP 31819,6.652599,-44.1657,9.35
HIP 31820,6.652917,0.40307,7.76
HIP 31821,6.653232,-26.571875,8.44
HIP 31822,6.653545,-9.363374,8.68
HIP 31823,6.653803,-7.098562,9.52
HIP 31824,6.654193,-31.835588,7.69
HIP 31826,6.654452,-35.532369,8.16
HIP 31827,6.654644,-14.145764,4.82
HIP 31828,6.654713,13.686131,7.84
HIP 31829,6.654941,22.605095,10.33
HIP 31830,6.655303,-37.129741,8.4
HIP 31831,6.655358,-49.680497,9.07
50Psi2Aur,6.655507,42.488877,4.8
HIP 31833,6.655548,-49.292839,11.48
HIP 31834,6.65563,42.004588,7.61
HIP 31835,6.65566,36.655335,8.58
HIP 31836,6.655698,-23.812749,8.97
HIP 31837,6.656102,-36.007415,8.26
HIP 31838,6.656322,7.264004,8.87
HIP 31839,6.656522,64.624744,9.21
HIP 31840,6.657381,-28.440821,8.11
HIP 31841,6.657436,-43.427291,7.18
HIP 31842,6.657585,-12.035141,7.59
HIP 31843,6.657737,66.162347,7.74
HIP 31844,6.658046,-21.785686,8.39
HIP 31846,6.658407,-14.667122,8.61
HIP 31845,6.65838,-31.430501,10.51
HIP 31847,6.658474,44.677991,9.8
