Name,RA,Dec,V-Mag
HIP 30556,6.423708,-56.214252,8.26
HIP 30557,6.423816,-31.15222,8.38
HIP 30558,6.423918,-36.298912,10.03
HIP 30559,6.423937,46.533652,7.81
HIP 30560,6.424136,21.914564,8.67
HIP 30561,6.424235,29.571092,8.82
HIP 30562,6.424277,-16.391161,8.47
HIP 30563,6.424431,8.140731,9.48
HIP 30564,6.424493,14.721992,6.3
Pi 2Dor,6.424623,-69.690299,5.37
HIP 30566,6.425001,-35.064153,6.24
HIP 30567,6.425063,48.727682,10.74
HIP 30568,6.425106,76.23602,9.06
HIP 30569,6.42572,23.442143,6.63
HIP 30570,6.425816,23.327169,6.05
HIP 30571,6.426071,22.516383,9.53
HIP 30572,6.426079,50.112991,9.21
HIP 30573,6.426095,33.249258,8.83
HIP 30574,6.426167,22.457794,7.15
HIP 30575,6.42632,-2.991448,6.54
HIP 30576,6.426478,-14.126503,8.23
HIP 30577,6.42718,-35.039143,7.18
HIP 30578,6.427306,58.425352,7.07
HIP 30579,6.427353,-31.480954,8.08
HIP 30580,6.427478,-4.832297,7.31
HIP 30581,6.427837,-51.134204,8.69
HIP 30582,6.427873,-72.043048,8.26
HIP 30583,6.42791,-29.702977,6.89
HIP 30584,6.42797,1.178769,9.36
HIP 30585,6.428148,1.151642,9.64
HIP 30586,6.428353,14.09269,6.85
HIP 30587,6.428461,-35.697408,7.88
HIP 30588,6.428536,21.645023,6.53
HIP 30589,6.428636,38.05035,7.18
HIP 30590,6.428668,-55.161763,9.07
HIP 30591,6.428793,-48.176898,5.76
HIP 30592,6.429386,-20.973066,7.07
HIP 30593,6.429535,-40.975522,7.04
HIP 30594,6.429591,2.271678,6.51
HIP 30595,6.42976,-3.889032,6.33
HIP 30596,6.429942,65.460001,9.3
HIP 30597,6.430111,73.43503,7.67
HIP 30598,6.430127,7.773993,9.36
HIP 30599,6.430544,-38.935567,7.31
HIP 30600,6.430705,5.886713,9.9
HIP 30601,6.430941,0.812744,6.6
HIP 30602,6.431202,11.125884,6.39
HIP 30603,6.431944,63.640171,8.42
HIP 30604,6.432656,-35.337342,7.06
HIP 30605,6.432814,58.603285,6.87
HIP 30606,6.432834,4.421467,7.89
HIP 30607,6.432938,-6.205119,8.37
HIP 30608,6.433008,-7.894983,6.4
HIP 30609,6.433025,30.494333,10.8
HIP 30611,6.433046,-1.813551,8.36
HIP 30610,6.433041,53.747685,9.57
HIP 30612,6.43329,17.195798,8.79
HIP 30613,6.433629,15.14987,7.14
HIP 30614,6.433705,-74.240869,9.02
HIP 30615,6.434057,-44.626032,9.36
HIP 30617,6.434102,60.793525,8.23
HIP 30616,6.434125,70.091807,9.62
HIP 30618,6.434703,27.999,10.22
HIP 30619,6.434818,62.690065,7.36
HIP 30620,6.434928,13.622832,7.89
HIP 30621,6.435097,-9.397398,9.04
HIP 30622,6.435251,25.511224,8.59
HIP 30623,6.43579,55.872621,8.09
HIP 30624,6.4358,-64.553094,8.74
HIP 30625,6.435934,-15.120119,8.91
HIP 30626,6.435972,-41.636899,7.96
HIP 30627,6.435986,-3.515691,6.42
HIP 30628,6.436154,44.732564,8.2
HIP 30629,6.43617,55.703721,7.84
HIP 30630,6.436181,18.756904,6.78
HIP 30631,6.436532,8.66723,10.08
HIP 30633,6.436992,-7.361445,7.38
HIP 30632,6.436996,78.795381,8.1
HIP 30634,6.438341,-10.041307,8.0
HIP 30635,6.438746,72.581162,9.2
HIP 30636,6.438775,-3.584889,8.76
HIP 30637,6.438897,60.061582,9.17
HIP 30638,6.438952,2.317784,7.4
HIP 30639,6.438996,29.630661,8.92
HIP 30640,6.439334,41.959514,7.07
HIP 30641,6.439637,46.805387,8.16
HIP 30642,6.439705,-13.719868,8.45
HIP 30643,6.439756,40.35837,8.02
HIP 30644,6.439778,26.138126,8.59
HIP 30645,6.439869,-20.17443,7.51
HIP 30646,6.440112,64.207294,9.32
HIP 30647,6.440249,20.055285,9.19
HIP 30648,6.440257,22.73821,8.68
HIP 30649,6.440282,-39.685214,8.72
HIP 30650,6.440323,-0.77674,6.79
HIP 30651,6.440514,56.285096,5.53
HIP 30652,6.440751,7.129333,10.8
HIP 30653,6.44085,48.940788,8.63
HIP 30654,6.44097,43.90614,9.38
HIP 30655,6.441051,-19.324992,7.12
HIP 30656,6.441523,-9.332627,8.61
HIP 30657,6.442458,-26.104015,7.69
HIP 30658,6.442669,-33.825115,8.87
HIP 30659,6.442748,-18.232944,8.7
HIP 30660,6.442901,-4.5974,6.16
HIP 30661,6.443538,58.418339,7.9
HIP 30662,6.443568,-15.517342,8.77
HIP 30663,6.443814,15.523702,6.88
HIP 30664,6.444051,-33.415501,7.14
HIP 30665,6.444224,13.101172,6.6
HIP 30666,6.444329,-1.507336,5.87
HIP 30667,6.444346,-1.073451,7.77
HIP 30668,6.444659,3.424942,8.0
HIP 30669,6.445183,-14.603429,6.32
HIP 30670,6.445387,0.454233,6.88
HIP 30671,6.445441,-59.024429,8.43
HIP 30672,6.445451,-44.067475,7.7
HIP 30673,6.445474,-58.222416,8.2
HIP 30674,6.445685,-12.112433,10.03
HIP 30675,6.445792,-7.511936,6.35
HIP 30676,6.446039,-46.988709,8.38
HIP 30678,6.446458,-88.743696,7.36
HIP 30677,6.446505,-37.232524,8.05
5    Lyn,6.44691,58.417409,5.21
HIP 30680,6.447134,-31.871966,7.92
HIP 30681,6.447346,-17.990201,9.34
HIP 30682,6.44777,24.970899,9.12
HIP 30683,6.448034,0.825586,8.98
HIP 30684,6.44807,-32.250026,9.14
HIP 30685,6.448259,-53.581964,8.57
HIP 30686,6.448509,8.659167,9.65
HIP 30687,6.44862,17.451575,7.69
HIP 30688,6.448803,60.633109,8.02
HIP 30689,6.448846,37.299449,8.2
HIP 30690,6.448951,4.153617,9.0
HIP 30691,6.449542,-4.459293,6.91
HIP 30694,6.449674,-55.033251,8.5
HIP 30692,6.449673,0.841042,6.7
HIP 30693,6.449682,-16.999427,8.16
HIP 30695,6.449742,38.975249,8.33
HIP 30696,6.449776,-44.122756,7.97
HIP 30697,6.449935,31.05932,9.25
HIP 30698,6.450033,23.73386,7.93
HIP 30699,6.450145,35.42931,8.01
HIP 30700,6.450243,-4.355659,6.5
HIP 30701,6.450271,5.378828,9.52
HIP 30702,6.450988,3.384145,8.3
HIP 30703,6.451147,-58.002116,5.82
HIP 30704,6.451309,-69.286328,8.83
HIP 30705,6.45188,-32.166811,7.16
HIP 30706,6.452107,-37.895507,6.48
HIP 30707,6.452381,-21.552522,7.86
HIP 30708,6.452528,-47.821239,8.07
HIP 30709,6.45255,0.135027,7.77
HIP 30710,6.452685,-24.238576,8.03
HIP 30712,6.453148,-37.102053,8.18
HIP 30711,6.45316,-25.856496,6.05
HIP 30714,6.453359,-60.728579,6.97
HIP 30713,6.453365,-20.420934,7.6
HIP 30715,6.453606,-12.838365,8.36
HIP 30716,6.45379,-73.228355,9.36
HIP 30717,6.453823,0.299246,5.19
HIP 30718,6.454062,-36.003244,9.27
HIP 30719,6.45418,6.510683,7.88
HIP 30720,6.454331,-0.275999,5.55
HIP 30721,6.454364,-27.112083,10.96
HIP 30722,6.454383,14.88923,6.57
HIP 30723,6.454435,21.9906,8.48
HIP 30724,6.455077,26.669141,9.84
HIP 30725,6.455197,6.49606,10.33
HIP 30726,6.455275,21.293576,7.96
HIP 30727,6.45553,-53.566234,8.15
HIP 30728,6.455681,2.908288,5.55
HIP 30729,6.45574,-33.114017,8.41
HIP 30730,6.456001,-15.315974,7.81
HIP 30731,6.456276,-19.027053,8.74
HIP 30732,6.456606,-44.170066,8.53
HIP 30733,6.456695,-25.734598,8.36
HIP 30734,6.456731,19.458906,9.19
HIP 30735,6.457759,5.175422,6.72
HIP 30736,6.457794,-60.277236,8.19
HIP 30737,6.457881,-22.124213,7.63
HIP 30738,6.458475,29.642181,7.84
HIP 30739,6.458831,-26.077504,8.83
HIP 30740,6.459057,76.020385,7.74
HIP 30741,6.459867,32.562946,6.43
HIP 30742,6.46004,59.390286,8.17
HIP 30743,6.460238,-15.306161,7.48
HIP 30745,6.460643,48.776858,7.31
HIP 30744,6.46069,85.586091,12.43
HIP 30746,6.460697,9.20994,9.53
HIP 30747,6.461197,30.645177,6.95
HIP 30748,6.461198,33.125455,9.2
HIP 30750,6.461268,-32.299023,10.93
HIP 30749,6.461284,18.223853,7.47
HIP 30751,6.461297,32.620686,9.85
HIP 30752,6.461965,11.75566,8.66
HIP 30753,6.461973,9.626552,7.55
HIP 30754,6.462612,-2.659833,7.85
HIP 30755,6.462686,24.319493,9.36
HIP 30756,6.462769,20.783156,8.59
HIP 30757,6.462935,20.789509,6.54
HIP 30758,6.463227,-4.824717,7.82
HIP 30759,6.463338,-41.13153,7.68
HIP 30760,6.463504,-62.149927,6.61
HIP 30761,6.464122,-5.154861,8.09
HIP 30762,6.464155,47.404927,6.55
HIP 30763,6.464199,-48.056739,9.08
HIP 30764,6.464382,80.867432,8.01
HIP 30765,6.464545,-30.059862,8.56
HIP 30766,6.464863,7.129318,8.82
HIP 30767,6.46543,-79.799579,9.1
HIP 30768,6.465482,47.988044,8.68
16    Gem,6.465742,20.49632,6.22
HIP 30770,6.465769,-58.144597,9.02
HIP 30771,6.465953,21.819343,8.65
10    Mon,6.465992,-4.762154,5.06
HIP 30773,6.46626,18.813577,7.86
HIP 30774,6.466344,23.668408,7.59
HIP 30775,6.466352,-66.754424,8.42
HIP 30776,6.466397,-13.160581,7.08
HIP 30777,6.466538,36.202394,7.75
HIP 30778,6.467273,-45.619279,8.44
HIP 30779,6.467442,29.241837,7.55
HIP 30780,6.467454,-21.798123,7.73
HIP 30781,6.467469,5.922544,7.74
HIP 30782,6.467632,-16.137235,9.16
HIP 30783,6.467703,-38.437698,12.54
HIP 30784,6.467892,45.504992,9.14
HIP 30785,6.468036,74.743087,9.14
HIP 30786,6.468228,-27.143608,7.8
HIP 30787,6.4688,-32.845945,8.87
Lam CMa,6.469503,-32.58007,4.47
HIP 30789,6.469657,-4.899032,7.98
HIP 30790,6.469702,-57.335254,8.72
HIP 30791,6.469844,73.55698,8.47
HIP 30792,6.470118,8.687915,8.48
HIP 30793,6.470544,5.272253,7.39
HIP 30794,6.47069,70.53532,6.03
HIP 30795,6.470734,-77.290883,6.94
HIP 30796,6.471077,-19.797067,7.59
HIP 30797,6.471216,-45.691432,8.65
HIP 30798,6.471324,1.912679,6.48
HIP 30799,6.471433,24.681465,8.47
HIP 30800,6.471506,-13.053094,7.99
HIP 30801,6.471626,18.468546,7.71
HIP 30803,6.471709,-59.617872,7.63
HIP 30802,6.471711,-34.380639,8.5
HIP 30804,6.471893,10.303893,6.16
HIP 30805,6.472303,-9.824227,8.37
HIP 30806,6.47232,-0.729371,7.73
HIP 30807,6.472557,-12.859193,8.95
HIP 30808,6.472748,62.71236,8.16
HIP 30809,6.472919,-47.778084,10.99
HIP 30810,6.473796,41.624889,9.79
HIP 30811,6.473801,-58.354347,8.4
HIP 30812,6.473914,-6.547885,8.05
HIP 30813,6.47413,-49.167635,8.66
HIP 30814,6.474318,43.068142,9.35
HIP 30815,6.47446,16.238386,6.24
HIP 30817,6.474593,54.386621,8.2
HIP 30816,6.474601,32.133232,8.38
HIP 30818,6.474708,34.492551,7.72
HIP 30819,6.474739,16.047243,8.42
HIP 30820,6.474821,13.897582,8.52
HIP 30821,6.474845,40.056983,8.67
HIP 30822,6.475467,39.110416,7.83
HIP 30823,6.475599,27.634494,7.69
HIP 30824,6.475853,-4.579027,8.12
HIP 30825,6.475971,77.959365,7.95
HIP 30826,6.475999,-11.946519,9.36
48    Aur,6.476136,30.493034,5.75
HIP 30828,6.476261,-13.049241,7.56
HIP 30829,6.476458,67.315296,9.14
HIP 30833,6.476602,68.18816,9.58
HIP 30830,6.47659,-8.462012,7.79
HIP 30831,6.476602,-44.348124,8.85
HIP 30832,6.476649,-1.589568,7.78
HIP 30834,6.476778,-35.262153,8.54
HIP 30835,6.476816,29.270093,9.95
HIP 30836,6.477061,-17.466009,5.76
HIP 30837,6.477216,-78.905463,7.55
HIP 30838,6.477289,-0.721097,6.8
HIP 30839,6.477333,26.071457,10.53
HIP 30840,6.477568,-32.371279,5.74
HIP 30841,6.477597,11.297088,8.89
HIP 30842,6.477641,-20.197251,8.35
HIP 30843,6.477649,-3.784514,7.86
HIP 30844,6.477732,50.518162,9.64
HIP 30845,6.477867,-50.081377,8.26
HIP 30846,6.478129,-38.570939,9.06
HIP 30847,6.478145,-19.691237,9.13
HIP 30848,6.478295,-62.55781,8.5
HIP 30849,6.47845,-41.074877,6.32
HIP 30850,6.478534,34.864672,7.16
HIP 30851,6.478556,-28.237489,8.69
HIP 30852,6.478586,-6.970036,7.55
HIP 30853,6.47866,-49.285264,8.02
HIP 30854,6.478765,35.261934,8.47
HIP 30855,6.478835,30.285383,8.96
HIP 30856,6.479149,-9.056586,9.05
HIP 30857,6.479174,25.620916,8.55
HIP 30858,6.479306,-28.000129,8.03
HIP 30859,6.479309,67.615258,10.77
HIP 30861,6.479367,-55.917157,8.27
Lucilinburhuc,6.479366,38.962963,7.89
HIP 30862,6.479465,36.479985,7.15
HIP 30863,6.47974,-0.572408,6.52
HIP 30864,6.479849,6.200351,9.17
HIP 30865,6.479993,-8.479757,8.27
HIP 30866,6.48026,10.238896,9.06
11Bet Mon,6.480297,-7.033062,3.76
HIP 30868,6.480579,-68.130247,9.28
HIP 30869,6.480708,52.448765,6.94
HIP 30870,6.480911,-38.315214,8.31
HIP 30871,6.480932,-2.50951,7.97
HIP 30872,6.481017,2.139034,9.15
HIP 30873,6.481121,-45.777632,7.6
HIP 30874,6.481211,0.127958,6.56
HIP 30875,6.481306,-37.341412,8.18
HIP 30876,6.481586,49.725919,8.89
HIP 30877,6.481823,41.194941,9.26
HIP 30878,6.48192,52.125857,7.25
HIP 30879,6.481938,77.907212,8.19
HIP 30880,6.482327,26.967457,6.57
HIP 30881,6.482322,-11.262839,7.78
HIP 30882,6.482369,-59.773006,7.68
18Nu  Gem,6.482719,20.212133,4.13
HIP 30884,6.482999,-42.292328,8.09
HIP 30885,6.483229,-47.501589,8.87
HIP 30886,6.48338,11.01921,6.59
HIP 30887,6.483538,-80.538735,8.91
HIP 30888,6.483711,-45.36641,10.76
HIP 30889,6.484378,-41.626011,8.47
HIP 30890,6.484361,17.745227,7.61
HIP 30891,6.484628,-5.572286,8.24
HIP 30892,6.484851,76.99616,8.6
HIP 30893,6.484874,27.008875,8.59
HIP 30894,6.484958,73.298025,9.44
HIP 30895,6.485308,-40.371884,7.57
HIP 30896,6.485717,-42.674438,7.91
HIP 30897,6.485794,39.467656,9.76
HIP 30898,6.485884,1.357839,8.22
HIP 30899,6.485931,54.611834,7.71
HIP 30900,6.485985,17.496562,7.8
HIP 30901,6.486197,-64.237356,8.85
HIP 30902,6.48646,44.894102,8.82
HIP 30903,6.486662,-26.118829,7.89
HIP 30904,6.486697,-40.380259,7.88
Lusitânia,6.486997,10.933891,8.1
HIP 30906,6.487448,2.646194,6.17
HIP 30907,6.487466,-73.589484,9.35
HIP 30908,6.487586,-14.357785,9.36
HIP 30909,6.487611,-8.100655,8.12
HIP 30910,6.487773,-14.215666,8.31
HIP 30911,6.488115,39.647941,7.89
HIP 30912,6.488235,-36.851632,9.14
HIP 30913,6.488433,-26.500465,8.65
HIP 30914,6.488455,12.547582,8.45
HIP 30916,6.488596,-61.005904,7.99
HIP 30915,6.488612,45.767487,8.9
HIP 30917,6.489048,25.316871,8.25
HIP 30918,6.489255,-17.813126,8.06
HIP 30919,6.48955,7.498465,8.09
Ross 614,6.489833,-2.813979,11.12
HIP 30921,6.489725,78.285371,7.95
HIP 30922,6.489917,-71.506616,8.19
HIP 30923,6.489932,35.196701,8.98
HIP 30924,6.490025,-55.511399,8.63
HIP 30925,6.490434,-22.591098,6.8
HIP 30926,6.490695,4.253253,7.55
HIP 30927,6.490922,-44.574504,8.66
HIP 30928,6.490983,34.236361,9.23
HIP 30929,6.491045,-34.094087,7.95
HIP 30930,6.491165,3.623818,9.71
HIP 30931,6.491204,-11.464192,7.47
HIP 30932,6.491255,-56.852766,5.2
HIP 30933,6.491418,-59.767467,8.16
HIP 30934,6.492302,27.654288,9.99
HIP 30935,6.492622,-7.362584,7.8
HIP 30936,6.493022,-80.592611,8.66
HIP 30937,6.493024,73.014451,8.61
HIP 30938,6.49358,-3.551685,7.22
HIP 30939,6.493579,8.492434,7.61
HIP 30940,6.493696,-39.394808,12.62
HIP 30941,6.493731,16.977126,7.88
HIP 30942,6.493863,-17.01135,7.06
HIP 30943,6.494302,28.780675,7.54
HIP 30944,6.494492,35.892256,9.97
HIP 30945,6.494705,61.542609,9.37
HIP 30946,6.49542,72.021285,8.24
HIP 30947,6.495471,8.987864,10.4
HIP 30948,6.495643,79.65667,8.32
HIP 30949,6.495878,-6.392815,11.08
HIP 30950,6.496241,36.603187,8.55
HIP 30951,6.49629,-0.097109,8.54
HIP 30952,6.496316,-14.362023,8.65
HIP 30953,6.496969,-50.239085,5.28
HIP 30954,6.497189,17.624151,7.55
HIP 30955,6.497772,51.379451,8.54
HIP 30956,6.497902,-61.984559,9.4
HIP 30957,6.498103,-20.231427,8.31
HIP 30958,6.498284,22.779001,9.02
HIP 30959,6.49869,-59.590679,6.81
HIP 30960,6.498811,49.763703,9.26
HIP 30961,6.498876,7.111988,7.12
HIP 30962,6.499266,-42.277803,7.54
HIP 30963,6.499347,35.6129,8.4
HIP 30965,6.49955,13.615261,8.29
HIP 30964,6.499557,69.929737,8.66
HIP 30966,6.499602,-39.754315,8.55
HIP 30967,6.500172,-31.174473,7.55
HIP 30968,6.500198,-15.723739,7.66
HIP 30969,6.50057,32.308793,9.77
HIP 30970,6.500638,7.921114,6.63
HIP 30971,6.500753,-49.988113,8.29
47    Aur,6.500827,46.685554,5.88
HIP 30973,6.500836,-65.568242,6.28
HIP 30974,6.501071,38.965276,8.51
HIP 30975,6.50142,14.500936,8.08
HIP 30976,6.501465,-28.658096,8.3
HIP 30977,6.501555,9.029712,6.57
HIP 30978,6.501663,46.895523,9.87
HIP 30979,6.502029,-11.808942,9.11
HIP 30980,6.502077,-10.747941,8.02
HIP 30981,6.502378,-63.191893,8.72
HIP 30982,6.502456,33.93053,10.6
HIP 30983,6.50251,-61.265356,8.35
HIP 30984,6.502655,26.949622,9.03
HIP 30985,6.502709,56.126687,8.92
HIP 30986,6.503132,-10.081511,5.92
HIP 30987,6.503244,28.282598,11.01
HIP 30988,6.503283,-19.214889,6.44
HIP 30989,6.503398,-46.455905,9.36
HIP 30990,6.504329,60.78412,8.45
HIP 30991,6.504836,31.471843,9.07
HIP 30992,6.504897,2.847892,8.85
HIP 30993,6.504995,-6.430132,7.95
HIP 30994,6.50514,10.437581,9.35
HIP 30995,6.505342,-52.871275,8.64
HIP 30996,6.505724,42.266827,9.78
HIP 30997,6.505853,30.962597,12.85
HIP 30998,6.505883,14.894385,8.38
HIP 30999,6.506051,55.816218,8.25
HIP 31000,6.506074,22.544916,6.98
HIP 31001,6.506114,28.212107,6.85
HIP 31002,6.506267,60.146498,6.8
HIP 31003,6.506315,-66.023038,7.64
HIP 31004,6.50664,-16.943082,7.54
HIP 31005,6.506779,-24.141182,8.17
HIP 31006,6.507016,41.401688,6.7
HIP 31007,6.507265,-39.130736,12.4
HIP 31008,6.507393,-15.102148,8.21
HIP 31009,6.507398,55.696499,7.76
HIP 31010,6.507449,-3.022095,6.96
HIP 31011,6.50763,-4.696814,7.47
HIP 31012,6.507702,-68.947686,7.93
HIP 31013,6.507845,43.937807,8.35
HIP 31014,6.508051,19.285326,8.76
HIP 31015,6.508115,4.332449,7.35
HIP 31016,6.508205,-40.572437,8.14
HIP 31017,6.508274,-14.954366,6.75
HIP 31018,6.508436,64.445477,8.67
HIP 31019,6.509149,5.866999,6.7
HIP 31020,6.509225,-12.081046,6.58
HIP 31021,6.509297,-67.602667,8.94
HIP 31022,6.509371,-48.246407,8.08
HIP 31023,6.509534,52.809196,7.64
HIP 31024,6.50969,-13.148172,6.16
HIP 31025,6.510179,-76.201229,8.02
HIP 31026,6.510225,-30.026979,8.76
HIP 31027,6.510468,51.779205,8.82
HIP 31028,6.510701,-22.321813,7.16
HIP 31029,6.510967,23.537952,8.27
HIP 31030,6.510971,-17.922044,7.74
HIP 31031,6.511148,25.884323,8.3
HIP 31032,6.5113,-40.44814,6.68
HIP 31033,6.511312,20.421499,8.11
HIP 31034,6.512444,-61.608457,8.86
HIP 31035,6.512536,43.880767,7.68
HIP 31036,6.512672,29.828504,8.08
HIP 31037,6.512858,-27.769575,5.92
HIP 31038,6.513071,10.062899,9.13
6    Lyn,6.51309,58.162633,5.86
HIP 31040,6.513151,-3.713112,7.54
HIP 31041,6.513713,2.537988,8.06
HIP 31042,6.513837,-9.65411,8.83
HIP 31043,6.5139,-35.833971,11.42
HIP 31044,6.513928,23.586027,9.46
HIP 31045,6.513958,-9.651413,10.28
HIP 31046,6.514149,24.384271,8.58
HIP 31047,6.514337,-35.000411,7.14
HIP 31048,6.514647,-32.503027,8.67
HIP 31049,6.514829,34.838113,8.33
HIP 31050,6.514837,36.530778,9.88
HIP 31051,6.51584,-47.257593,8.31
HIP 31052,6.515875,64.977613,8.56
HIP 31053,6.516015,21.804731,7.52
HIP 31054,6.516587,32.805404,7.43
HIP 31055,6.516616,-14.488967,8.69
HIP 31056,6.516638,-40.916253,6.19
HIP 31057,6.516975,-66.870689,7.22
HIP 31058,6.517528,39.75462,6.66
HIP 31059,6.517543,-35.479289,8.13
HIP 31060,6.517765,65.16151,7.97
HIP 31061,6.517926,-43.717064,6.68
HIP 31062,6.518253,-59.004604,7.65
HIP 31063,6.518676,48.808246,8.36
HIP 31064,6.519236,-16.698247,8.61
HIP 31065,6.519262,9.939813,7.85
HIP 31066,6.519323,11.251375,6.17
HIP 120003,6.519341,11.255822,9.1
HIP 31068,6.519624,-61.879545,6.15
HIP 31069,6.519745,5.876932,8.94
HIP 31070,6.519964,-37.974999,12.36
HIP 31071,6.520084,-70.516,7.38
HIP 31072,6.520304,-35.25884,5.82
HIP 31073,6.520796,9.790281,8.83
HIP 31074,6.520943,-67.580885,7.91
HIP 31075,6.521007,-13.601693,7.66
HIP 31076,6.521045,-49.616853,7.41
HIP 31078,6.521561,-26.512238,9.75
HIP 31079,6.521744,-51.825953,5.58
HIP 31080,6.52208,53.775196,7.69
HIP 31081,6.522168,-27.100589,9.28
HIP 31082,6.522229,-49.754785,8.8
HIP 31083,6.522636,2.911297,7.14
HIP 31084,6.523068,-12.391953,5.16
HIP 31085,6.523087,-1.570694,10.06
HIP 31086,6.523333,-32.868548,6.31
HIP 31087,6.523341,-12.226713,8.08
HIP 31088,6.523399,-12.559685,6.8
HIP 31089,6.523845,7.822339,8.29
HIP 31090,6.524127,52.784347,8.87
HIP 31091,6.524589,-22.037778,8.45
HIP 31092,6.52486,-21.405547,6.58
HIP 31093,6.525001,-16.39827,8.8
HIP 31094,6.525088,-20.734337,8.85
HIP 31095,6.525329,61.350016,7.67
HIP 31097,6.525426,-38.865124,12.72
HIP 31096,6.525439,37.178002,6.64
HIP 31098,6.525909,15.422258,7.69
HIP 31099,6.526374,-36.940027,6.26
HIP 31100,6.526398,16.828279,7.04
HIP 31101,6.526692,-5.368736,7.46
HIP 31102,6.526746,37.436816,8.78
HIP 31103,6.526854,54.871407,8.07
HIP 31104,6.526855,32.166194,7.15
19    Gem,6.527065,15.903501,6.38
HIP 31106,6.527333,5.026776,7.96
HIP 31107,6.527605,11.792275,6.64
HIP 31108,6.527705,16.1145,10.43
HIP 31109,6.52771,5.769455,8.52
HIP 31110,6.527922,5.769144,7.21
HIP 31111,6.528039,11.102188,8.19
HIP 31112,6.528265,43.714456,8.09
HIP 31113,6.52871,-34.500378,9.02
HIP 31114,6.528871,24.982181,9.56
HIP 31115,6.529127,2.016369,7.46
HIP 31116,6.529221,-37.173117,7.55
HIP 31117,6.529379,28.986964,9.77
HIP 31118,6.52946,6.785463,7.28
HIP 31119,6.530083,11.544412,5.22
HIP 31120,6.53044,40.186728,10.27
HIP 31122,6.530564,-53.262293,8.69
HIP 31121,6.530573,-8.158235,5.43
HIP 31123,6.53085,-68.119718,7.74
HIP 31124,6.530873,-38.071398,8.16
HIP 31126,6.530882,-43.534039,10.58
4Xi 1CMa,6.530935,-23.418422,4.34
HIP 31127,6.530948,0.649858,9.42
HIP 31128,6.531259,5.033106,7.62
HIP 31129,6.531899,30.867029,10.22
HIP 31130,6.532089,4.942859,6.75
HIP 31131,6.532126,-18.062261,6.59
HIP 31133,6.53229,-29.309658,7.47
HIP 31134,6.532442,-68.709865,8.27
HIP 31135,6.532584,-31.249997,8.69
HIP 31136,6.532719,-2.782478,8.71
Mu  Pic,6.532864,-58.753835,5.69
HIP 31138,6.532924,-0.955423,9.23
HIP 31139,6.533181,22.185728,7.25
HIP 31140,6.533285,19.918292,8.32
HIP 31141,6.533662,50.64609,8.31
HIP 31142,6.533962,34.524308,9.86
HIP 31143,6.534097,40.402485,9.36
HIP 31144,6.534217,19.719263,7.88
HIP 31145,6.534885,77.042574,8.3
HIP 31146,6.535239,-51.713775,8.95
HIP 31147,6.535317,6.035648,6.7
HIP 31148,6.535774,-27.032822,11.42
HIP 31149,6.535919,4.82353,7.29
HIP 31150,6.536083,-65.315656,7.57
HIP 31151,6.53688,54.795324,8.24
HIP 31152,6.537544,-7.408005,7.28
HIP 31154,6.538031,62.765198,7.42
HIP 31155,6.538198,8.817961,6.98
HIP 31156,6.538285,17.779621,6.91
HIP 31158,6.538485,17.784349,6.26
12    Mon,6.538668,4.855999,5.88
HIP 31160,6.538715,-65.370971,7.92
HIP 31161,6.538771,-45.310078,7.16
HIP 31162,6.538872,54.853547,7.56
HIP 31163,6.539062,-42.559406,8.12
HIP 31164,6.539082,15.706183,7.18
HIP 31165,6.539271,-37.696702,5.25
HIP 31166,6.539708,-20.050066,8.62
HIP 31167,6.539758,-5.86882,5.6
HIP 31168,6.539798,11.67352,6.08
HIP 31169,6.54005,60.729253,8.52
HIP 31170,6.540083,-51.170955,9.1
HIP 31171,6.540366,-34.219994,8.87
HIP 31172,6.540404,21.443576,8.67
HIP 31173,6.540885,32.454898,5.82
HIP 31174,6.541496,66.91473,9.15
HIP 31175,6.541708,-57.881557,9.99
HIP 31176,6.541749,64.026983,9.61
HIP 31177,6.542193,16.534428,8.32
HIP 31178,6.542347,-21.021796,7.25
HIP 31179,6.54285,-55.648595,7.92
HIP 31180,6.542918,-23.185533,8.58
HIP 31181,6.54302,-3.785234,9.16
HIP 31182,6.543156,50.957709,7.59
HIP 31183,6.543164,37.90294,11.49
HIP 31184,6.543328,9.491367,8.94
HIP 31185,6.543401,7.484099,10.34
HIP 31186,6.543506,-44.220887,7.3
HIP 31187,6.543635,-29.582432,8.97
HIP 31188,6.543886,-6.488473,8.6
HIP 31189,6.543865,-42.256503,7.68
HIP 31190,6.54416,-32.030447,5.73
HIP 31191,6.544356,15.020957,7.25
HIP 31192,6.544398,81.215476,10.25
HIP 31194,6.544501,-15.83869,7.72
HIP 31193,6.544506,35.293732,6.79
HIP 31195,6.544517,-5.340594,7.59
HIP 31196,6.544913,-4.44969,9.01
HIP 31197,6.545194,3.814517,7.28
HIP 31198,6.545295,-59.263978,8.83
HIP 31199,6.545342,-7.508968,8.0
HIP 31200,6.545846,35.062898,7.04
HIP 31201,6.546156,-27.404365,6.89
HIP 31202,6.546186,29.161833,9.4
HIP 31203,6.546208,-61.827873,6.85
HIP 31204,6.546227,55.606641,8.1
HIP 31205,6.546354,-11.166381,6.3
HIP 31206,6.546582,-17.7101,7.69
HIP 31207,6.546698,-55.079537,8.1
HIP 31208,6.546821,10.166078,7.57
HIP 31209,6.54705,46.922883,7.05
